"release_date","revenue","title","collection_name","main_genre","release_year","main_genre_name","rank"
"1995-10-30",373554033,"Toy Story","Toy Story Collection",3,"1995","Animation",1
"1995-12-15",262797249,"Jumanji","",2,"1995","Adventure",10
"1995-12-15",187436818,"Heat","",1,"1995","Action",15
"1995-11-16",352194034,"GoldenEye","James Bond Collection",2,"1995","Adventure",4
"1995-11-10",212385533,"Ace Ventura: When Nature Calls","Ace Ventura Collection",5,"1995","Crime",12
"1995-08-11",1.8e+08,"Dangerous Minds","",7,"1995","Drama",18
"1995-12-29",168840000,"Twelve Monkeys","",16,"1995","Science Fiction",19
"1995-07-18",254134910,"Babe","Babe Collection",9,"1995","Fantasy",11
"1995-09-22",327311859,"Se7en","",5,"1995","Crime",7
"1995-06-14",346079773,"Pocahontas","Pocahontas Collection",2,"1995","Adventure",5
"1995-05-28",182016617,"The Bridges of Madison County","",7,"1995","Drama",17
"1995-05-24",2.1e+08,"Braveheart","",1,"1995","Action",13
"1995-06-30",355237933,"Apollo 13","",7,"1995","Drama",3
"1995-06-16",336529144,"Batman Forever","Batman Collection",1,"1995","Action",6
"1995-05-26",287928194,"Casper","Casper Collection",9,"1995","Fantasy",8
"1995-05-12",157387195,"Crimson Tide","",1,"1995","Action",20
"1995-05-19",366101666,"Die Hard: With a Vengeance","Die Hard Collection",1,"1995","Action",2
"1995-07-28",264218220,"Waterworld","",2,"1995","Adventure",9
"1995-03-10",189859560,"Outbreak","",1,"1995","Action",14
"1995-04-21",182057016,"While You Were Sleeping","",4,"1995","Comedy",16
"1996-02-09",150270147,"Broken Arrow","",1,"1996","Action",17
"1996-03-08",185260553,"The Birdcage","",4,"1996","Comedy",11
"1996-05-22",457696359,"Mission: Impossible","Mission",2,"1996","Adventure",3
"1996-11-15",250200000,"Space Jam","",3,"1996","Animation",8
"1996-06-06",335062621,"The Rock","",1,"1996","Action",4
"1996-05-10",494471524,"Twister","",1,"1996","Action",2
"1996-06-25",816969268,"Independence Day","Independence Day Collection",1,"1996","Action",1
"1996-06-21",242295562,"Eraser","",1,"1996","Action",9
"1996-12-06",159212469,"Daylight","",1,"1996","Action",14
"1996-07-05",152036382,"Phenomenon","",7,"1996","Drama",16
"1996-07-24",152266007,"A Time to Kill","",5,"1996","Crime",15
"1996-11-08",309492681,"Ransom","",1,"1996","Action",6
"1996-10-31",147298761,"Romeo + Juliet","",7,"1996","Drama",19
"1996-10-18",165615285,"Sleepers","",5,"1996","Crime",13
"1996-11-14",231976425,"The English Patient","",7,"1996","Drama",10
"1996-11-21",1.5e+08,"Star Trek: First Contact","Star Trek",16,"1996","Science Fiction",18
"1996-11-17",320689294,"101 Dalmatians","101 Dalmatians (Live-Action) Collection",4,"1996","Comedy",5
"1996-12-06",273552592,"Jerry Maguire","",4,"1996","Comedy",7
"1996-12-20",173046663,"Scream","Scream Collection",5,"1996","Crime",12
"1996-12-14",141047179,"Evita","",11,"1996","History",20
"1976-02-07",28262574,"Taxi Driver","",5,"1976","Crime",12
"1976-11-03",33800000,"Carrie","Carrie Collection",12,"1976","Horror",10
"1976-06-06",60922980,"The Omen","The Omen Collection",12,"1976","Horror",5
"1976-11-21",117235147,"Rocky","Rocky Collection",7,"1976","Drama",2
"1976-04-09",7900000,"Family Plot","",4,"1976","Comedy",19
"1976-09-08",90614445,"King Kong","King Kong (1976 series)",2,"1976","Adventure",3
"1976-06-23",2.5e+07,"Logan's Run","",2,"1976","Adventure",13
"1976-11-01",23689877,"Network","",7,"1976","Drama",15
"1976-06-30",31800000,"The Outlaw Josey Wales","",7,"1976","Drama",11
"1976-10-05",21709020,"Marathon Man","",17,"1976","Thriller",16
"1976-08-11",8091910,"The Shootist","",1,"1976","Action",18
"1976-12-20",46236000,"The Enforcer","Dirty Harry Collection",1,"1976","Action",7
"1976-04-07",35323292,"The Bad News Bears","The Bad New Bears Collection",4,"1976","Comedy",8
"1976-12-15",33833201,"The Pink Panther Strikes Again","The Pink Panther (Original) Collection",4,"1976","Comedy",9
"1976-04-04",70600000,"All the President's Men","",7,"1976","Drama",4
"1976-04-23",24854765,"Stay Hungry","",4,"1976","Comedy",14
"1976-12-03",51079064,"Silver Streak","",4,"1976","Comedy",6
"1976-12-16",1.61e+08,"A Star Is Born","",7,"1976","Drama",1
"1976-05-01",17883410,"The Pom Pom Girls","",4,"1976","Comedy",17
"1976-03-31",2300000,"Jackson County Jail","",5,"1976","Crime",20
"1992-11-25",504050219,"Aladdin","Aladdin Collection",3,"1992","Animation",1
"1992-03-20",352927224,"Basic Instinct","Basic Instinct Collection",17,"1992","Thriller",4
"1992-08-07",159157447,"Unforgiven","",20,"1992","Western",12
"1992-05-22",159773545,"Alien³","Alien Collection",16,"1992","Science Fiction",11
"1992-11-13",215862692,"Dracula","",15,"1992","Romance",9
"1992-06-19",2.8e+08,"Batman Returns","Batman Collection",1,"1992","Action",6
"1992-10-08",156563139,"Under Siege","Under Siege Collection",1,"1992","Action",13
"1992-05-15",321731527,"Lethal Weapon 3","Lethal Weapon Collection",2,"1992","Adventure",5
"1992-12-11",243240178,"A Few Good Men","",7,"1992","Drama",7
"1992-11-19",358991681,"Home Alone 2: Lost in New York","Home Alone Collection",4,"1992","Comedy",3
"1992-05-28",231605150,"Sister Act","Sister Act Collection",13,"1992","Music",8
"1992-12-23",134095253,"Scent of a Woman","",7,"1992","Drama",17
"1992-02-14",121697323,"Wayne's World","Wayne's World Collection"", 'poster_path'",13,"1992","Music",19
"1992-07-01",107458785,"A League of Their Own","",4,"1992","Comedy",20
"1992-06-04",178051587,"Patriot Games","The Jack Ryan Collection",7,"1992","Drama",10
"1992-11-25",411006740,"The Bodyguard","",17,"1992","Thriller",2
"1992-07-30",149022650,"Death Becomes Her","",9,"1992","Fantasy",14
"1992-05-22",137783840,"Far and Away","",2,"1992","Adventure",16
"1992-12-16",1.28e+08,"Forever Young","",2,"1992","Adventure",18
"1992-04-03",147214049,"Beethoven","Beethoven Collection",4,"1992","Comedy",15
"1994-12-09",214015089,"Disclosure","",7,"1994","Drama",11
"1994-12-16",247275374,"Dumb and Dumber","Dumb and Dumber Collection",4,"1994","Comedy",8
"1994-11-11",223664608,"Interview with the Vampire","The Vampire Chronicles",12,"1994","Horror",9
"1994-12-16",160638883,"Legends of the Fall","",2,"1994","Adventure",16
"1994-11-04",112006296,"Mary Shelley's Frankenstein","",7,"1994","Drama",20
"1994-09-10",213928762,"Pulp Fiction","",17,"1994","Thriller",12
"1994-10-07",170362582,"The Specialist","",1,"1994","Action",15
"1994-10-27",196567262,"Stargate","",1,"1994","Action",13
"1994-11-10",189833357,"The Santa Clause","The Santa Clause Collection",9,"1994","Fantasy",14
"1994-11-17",1.2e+08,"Star Trek: Generations","Star Trek",16,"1994","Science Fiction",17
"1994-08-03",215887717,"Clear and Present Danger","The Jack Ryan Collection",1,"1994","Action",10
"1994-07-20",117615211,"The Client","",7,"1994","Drama",19
"1994-05-26",341631208,"The Flintstones","The Flintstones (Live-Action) Collection",9,"1994","Fantasy",6
"1994-07-06",677945399,"Forrest Gump","",4,"1994","Comedy",2
"1994-03-09",254700832,"Four Weddings and a Funeral","",4,"1994","Comedy",7
"1994-06-23",788241776,"The Lion King","The Lion King Collection",8,"1994","Family",1
"1994-07-29",351583407,"The Mask","The Mask Collection",15,"1994","Romance",4
"1994-06-09",350448145,"Speed","Speed Collection",1,"1994","Action",5
"1994-07-14",378882411,"True Lies","",1,"1994","Action",3
"1994-05-24",119208989,"Beverly Hills Cop III","Beverly Hills Cop Collection",1,"1994","Action",18
"1977-05-25",775398007,"Star Wars","Star Wars Collection",2,"1977","Adventure",1
"1977-04-19",38251425,"Annie Hall","",4,"1977","Comedy",10
"1977-06-17",30749142,"Exorcist II: The Heretic","The Exorcist Collection",12,"1977","Horror",12
"1977-06-22",71215869,"The Rescuers","The Rescuers Collection",9,"1977","Fantasy",7
"1977-03-11",3e+07,"Airport '77","Airport Collection",1,"1977","Action",13
"1977-11-30",1.02e+08,"The Goodbye Girl","",4,"1977","Comedy",6
"1977-11-16",303788635,"Close Encounters of the Third Kind","",16,"1977","Science Fiction",2
"1977-07-07",185438673,"The Spy Who Loved Me","James Bond Collection",2,"1977","Adventure",4
"1977-07-15",1.6e+07,"Sinbad and the Eye of the Tiger","The Sinbad Collection",1,"1977","Action",20
"1977-12-21",26414658,"The Gauntlet","",7,"1977","Drama",15
"1977-07-08",19104350,"The Bad News Bears in Breaking Training","The Bad New Bears Collection",4,"1977","Comedy",18
"1977-10-07",41687243,"Oh, God!","Oh, God! Collection",9,"1977","Fantasy",9
"1977-05-26",126737428,"Smokey and the Bandit","Smokey and the Bandit Collection",1,"1977","Action",5
"1977-02-25",2.8e+07,"Slap Shot","Slap Shot Collection",7,"1977","Drama",14
"1977-07-22",2.5e+07,"The Hills Have Eyes","The Hills Have Eyes (Original) Collection",12,"1977","Horror",16
"1977-12-16",237113184,"Saturday Night Fever","Saturday Night Fever Collection",7,"1977","Drama",3
"1977-08-24",1.7e+07,"Kingdom of the Spiders","",12,"1977","Horror",19
"1977-10-19",22512655,"Looking for Mr. Goodbar","",7,"1977","Drama",17
"1977-06-15",50750000,"A Bridge Too Far","",7,"1977","Drama",8
"1977-12-25",31063038,"High Anxiety","",4,"1977","Comedy",11
"1993-05-28",255000211,"Cliffhanger","",1,"1993","Action",7
"1993-10-08",159055768,"Demolition Man","",5,"1993","Crime",12
"1993-06-30",270248367,"The Firm","",7,"1993","Drama",5
"1993-07-16",153698625,"Free Willy","Free Willy Collection",8,"1993","Family",14
"1993-08-06",368875760,"The Fugitive","The Fugitive / U.S. Marshals Collection",2,"1993","Adventure",3
"1993-05-21",133752825,"Hot Shots! Part Deux","Hot Shots! Collection",1,"1993","Action",18
"1993-07-08",176997168,"In the Line of Fire","",1,"1993","Action",11
"1993-06-11",920100000,"Jurassic Park","Jurassic Park Collection",2,"1993","Adventure",1
"1993-06-18",137298489,"Last Action Hero","",2,"1993","Adventure",16
"1993-11-24",441286195,"Mrs. Doubtfire","",4,"1993","Comedy",2
"1993-11-24",135130999,"A Perfect World","",5,"1993","Crime",17
"1993-12-22",206678440,"Philadelphia","",7,"1993","Drama",9
"1993-11-29",321365567,"Schindler's List","",7,"1993","Drama",4
"1993-06-24",227799884,"Sleepless in Seattle","",4,"1993","Comedy",8
"1993-09-30",154864401,"Cool Runnings","",4,"1993","Comedy",13
"1993-04-07",266614059,"Indecent Proposal","",7,"1993","Drama",6
"1993-12-16",195268056,"The Pelican Brief","",7,"1993","Drama",10
"1993-02-05",140081992,"Sommersby","",7,"1993","Drama",15
"1993-06-23",117270765,"Dennis the Menace","Dennis the Menace Collection",8,"1993","Family",20
"1993-12-14",118243066,"Beethoven's 2nd","Beethoven Collection",8,"1993","Family",19
"1982-06-25",33139618,"Blade Runner","Blade Runner Collection",16,"1982","Science Fiction",19
"1982-04-03",792965326,"E.T. the Extra-Terrestrial","",16,"1982","Science Fiction",1
"1982-11-30",77737889,"Gandhi","",7,"1982","Drama",10
"1982-06-03",96800000,"Star Trek II: The Wrath of Khan","Star Trek",1,"1982","Action",7
"1982-04-02",79114085,"Conan the Barbarian","Conan the Barbarian Collection",2,"1982","Adventure",8
"1982-08-13",36690067,"Friday the 13th Part III","Friday the 13th Collection",12,"1982","Horror",18
"1982-06-04",122200000,"Poltergeist","Poltergeist Collection",12,"1982","Horror",6
"1982-07-09",3.3e+07,"Tron","TRON Collection",16,"1982","Science Fiction",20
"1982-12-17",40577001,"The Dark Crystal","",9,"1982","Fantasy",16
"1982-10-22",125212904,"First Blood","Rambo Collection",1,"1982","Action",5
"1982-05-28",2.7e+08,"Rocky III","Rocky Collection",7,"1982","Drama",2
"1982-12-08",53977250,"The Verdict","",7,"1982","Drama",14
"1982-02-20",4.5e+07,"Death Wish 2","Death Wish Collection",1,"1982","Action",15
"1982-06-18",57059003,"Annie","Annie Collection",4,"1982","Comedy",13
"1982-07-28",129795554,"An Officer and a Gentleman","",7,"1982","Drama",4
"1982-12-16",177200000,"Tootsie","",4,"1982","Comedy",3
"1982-12-07",78868508,"48 Hrs.","48 Hrs. Collection",17,"1982","Thriller",9
"1982-04-01",39103425,"The Sword and the Sorcerer","",1,"1982","Action",17
"1982-07-23",69701637,"The Best Little Whorehouse in Texas","",4,"1982","Comedy",12
"1982-06-13",70687344,"Firefox","",16,"1982","Science Fiction",11
"1990-11-09",476684675,"Home Alone","Home Alone Collection",4,"1990","Comedy",2
"1990-07-12",5.05e+08,"Ghost","",9,"1990","Fantasy",1
"1990-11-09",424208848,"Dances with Wolves","",2,"1990","Adventure",4
"1990-03-23",4.63e+08,"Pretty Woman","",15,"1990","Romance",3
"1990-06-27",157920733,"Days of Thunder","",2,"1990","Adventure",12
"1990-07-02",240031094,"Die Hard 2","Die Hard Collection",1,"1990","Action",7
"1990-03-02",199200000,"The Hunt for Red October","The Jack Ryan Collection",1,"1990","Action",11
"1990-05-25",244527583,"Back to the Future Part III","Back to the Future Collection",2,"1990","Adventure",6
"1990-12-24",136766062,"The Godfather: Part III","The Godfather Collection",5,"1990","Crime",14
"1990-10-18",119946358,"Rocky V","Rocky Collection",7,"1990","Drama",15
"1990-06-15",103738726,"Dick Tracy","",2,"1990","Adventure",16
"1990-08-09",53208180,"Arachnophobia","",4,"1990","Comedy",20
"1990-06-01",261317921,"Total Recall","",1,"1990","Action",5
"1990-03-30",2.02e+08,"Teenage Mutant Ninja Turtles","Teenage Mutant Ninja Turtles (Original) Collection",16,"1990","Science Fiction",9
"1990-11-28",61276872,"Misery","",7,"1990","Drama",18
"1990-08-09",61489265,"Flatliners","",7,"1990","Drama",17
"1990-11-20",57120318,"Predator 2","Predator Collection",16,"1990","Science Fiction",19
"1990-06-08",153518974,"Another 48 Hrs.","48 Hrs. Collection",17,"1990","Thriller",13
"1990-12-21",201957688,"Kindergarten Cop","Kindergarten Cop Collection",4,"1990","Comedy",10
"1990-07-26",221303188,"Presumed Innocent","",7,"1990","Drama",8
"1991-07-01",5.2e+08,"Terminator 2: Judgment Day","The Terminator Collection",1,"1991","Action",1
"1991-02-01",272742922,"The Silence of the Lambs","The Hannibal Lecter Anthology",5,"1991","Crime",5
"1991-11-13",377350553,"Beauty and the Beast","Beauty and the Beast Collection",15,"1991","Romance",3
"1991-06-14",390493908,"Robin Hood: Prince of Thieves","",2,"1991","Adventure",2
"1991-12-27",119418501,"Fried Green Tomatoes","",7,"1991","Drama",13
"1991-11-15",182300000,"Cape Fear","",5,"1991","Crime",8
"1991-12-05",96900000,"Star Trek VI: The Undiscovered Country","Star Trek",16,"1991","Science Fiction",14
"1991-11-22",191502426,"The Addams Family","Addams Family Collection",12,"1991","Horror",7
"1991-05-24",152368585,"Backdraft","",1,"1991","Action",12
"1991-12-20",205405498,"JFK","",7,"1991","Drama",6
"1991-03-22",7.8e+07,"Teenage Mutant Ninja Turtles II: The Secret of the Ooze","Teenage Mutant Ninja Turtles (Original) Collection",16,"1991","Science Fiction",18
"1991-12-11",300854823,"Hook","",2,"1991","Adventure",4
"1991-12-25",74787599,"The Prince of Tides","",7,"1991","Drama",19
"1991-06-28",86930411,"The Naked Gun 2½: The Smell of Fear","Naked Gun Collection",4,"1991","Comedy",16
"1991-06-07",179033791,"City Slickers","City Slickers Collection",1,"1991","Action",10
"1991-07-12",83531958,"Point Break","",1,"1991","Action",17
"1991-07-31",181096164,"Hot Shots!","Hot Shots! Collection",1,"1991","Action",9
"1991-02-08",174999005,"Sleeping with the Enemy","",7,"1991","Drama",11
"1991-12-20",89325780,"Father of the Bride","Father of the Bride Collection",4,"1991","Comedy",15
"1991-03-08",65595485,"The Hard Way","",1,"1991","Action",20
"1989-06-23",411348924,"Batman","Batman Collection",9,"1989","Fantasy",2
"1989-08-09",90000098,"The Abyss","",2,"1989","Adventure",17
"1989-06-02",235860116,"Dead Poets Society","",7,"1989","Drama",5
"1989-05-24",474171806,"Indiana Jones and the Last Crusade","Indiana Jones Collection",2,"1989","Adventure",1
"1989-04-21",84431625,"Field of Dreams","",7,"1989","Drama",18
"1989-07-21",92823546,"When Harry Met Sally...","",4,"1989","Comedy",16
"1989-12-13",145793296,"Driving Miss Daisy","",4,"1989","Comedy",12
"1989-07-07",227853986,"Lethal Weapon 2","Lethal Weapon Collection",1,"1989","Action",6
"1989-11-20",3.32e+08,"Back to the Future Part II","Back to the Future Collection",2,"1989","Adventure",3
"1989-06-22",222724172,"Honey, I Shrunk the Kids","Honey, I Shrunk the Kids Collection",2,"1989","Adventure",7
"1989-11-17",222300000,"The Little Mermaid","The Little Mermaid Collection",3,"1989","Animation",8
"1989-06-15",215394738,"Ghostbusters II","Ghostbusters Collection",4,"1989","Comedy",9
"1989-07-07",156167015,"Licence to Kill","James Bond Collection",2,"1989","Adventure",11
"1989-07-31",126297830,"Parenthood","",4,"1989","Comedy",13
"1989-11-15",95904091,"Steel Magnolias","",4,"1989","Comedy",15
"1989-12-20",161001698,"Born on the Fourth of July","",7,"1989","Drama",10
"1989-04-28",78247647,"K-9","K-9 Collection",1,"1989","Action",20
"1989-10-12",2.96e+08,"Look Who's Talking","Look Who's Talking Collection"", 'poster_path'",4,"1989","Comedy",4
"1989-09-15",110879513,"Sea of Love","",7,"1989","Drama",14
"1989-08-16",79258538,"Uncle Buck","",4,"1989","Comedy",19
"1937-12-20",184925486,"Snow White and the Seven Dwarfs","",9,"1937","Fantasy",1
"1937-01-28",153936,"Pépé le Moko","",1,"1937","Action",2
"1940-02-23",84300000,"Pinocchio","",3,"1940","Animation",1
"1940-04-12",6e+06,"Rebecca","",7,"1940","Drama",5
"1940-10-15",1.1e+07,"The Great Dictator","",4,"1940","Comedy",3
"1940-11-13",83320000,"Fantasia","Fantasia Collection",3,"1940","Animation",2
"1940-08-30",9172000,"Boom Town","",2,"1940","Adventure",4
"1969-06-17",638641,"The Wild Bunch","",2,"1969","Adventure",12
"1969-09-23",102308889,"Butch Cassidy and the Sundance Kid","",11,"1969","History",1
"1969-05-25",44785053,"Midnight Cowboy","",7,"1969","Drama",3
"1969-12-18",6e+06,"Topaz","",1,"1969","Action",9
"1969-06-11",14250000,"True Grit","",20,"1969","Western",8
"1969-12-12",81974493,"On Her Majesty's Secret Service","James Bond Collection",2,"1969","Adventure",2
"1969-10-15",31678778,"Paint Your Wagon","",7,"1969","Drama",5
"1969-02-26",83305,"Z","",7,"1969","Drama",13
"1969-01-01",2e+07,"Sweet Charity","",4,"1969","Comedy",7
"1969-12-12",33208099,"Hello, Dolly!","",4,"1969","Comedy",4
"1969-09-17",3e+07,"Bob & Carol & Ted & Alice","",4,"1969","Comedy",6
"1969-09-10",741766,"Army of Shadows","",19,"1969","War",11
"1969-04-30",1750000,"Hard Contract","",5,"1969","Crime",10
"1970-12-23",55675257,"The Aristocats","",3,"1970","Animation",5
"1970-01-25",89800000,"Patton","",7,"1970","Drama",3
"1970-03-05",100489151,"Airport","Airport Collection",1,"1970","Action",2
"1970-05-01",18999718,"Beneath the Planet of the Apes","Planet of the Apes Original Collection",2,"1970","Adventure",12
"1970-12-14",31559552,"Little Big Man","",2,"1970","Adventure",8
"1970-01-26",29548291,"Tora! Tora! Tora!","",11,"1970","History",9
"1970-06-22",5200000,"Kelly's Heroes","",2,"1970","Adventure",14
"1970-12-16",136400000,"Love Story","",7,"1970","Drama",1
"1970-06-24",24911670,"Catch-22","",19,"1970","War",10
"1970-01-24",81600000,"M*A*S*H","",4,"1970","Comedy",4
"1970-07-15",19319254,"Joe","",7,"1970","Drama",11
"1970-06-14",5050000,"Two Mules for Sister Sara","",20,"1970","Western",15
"1970-10-29",1500000,"The Private Life of Sherlock Holmes","",2,"1970","Adventure",20
"1970-10-26",3052000,"Waterloo","",11,"1970","History",17
"1970-03-26",34505110,"Woodstock","",11,"1970","History",7
"1970-05-13",5e+06,"The Ballad of Cable Hogue","",1,"1970","Action",16
"1970-07-17",4e+07,"Beyond the Valley of the Dolls","",4,"1970","Comedy",6
"1970-01-27",2200000,"The Molly Maguires","",7,"1970","Drama",19
"1970-06-24",3e+06,"Myra Breckinridge","",4,"1970","Comedy",18
"1970-05-13",13300000,"Getting Straight","",4,"1970","Comedy",13
"1955-08-26",536364,"Pather Panchali","The Apu Collection",7,"1955","Drama",7
"1955-08-03",8750000,"To Catch a Thief","",5,"1955","Crime",2
"1955-04-11",3e+06,"Marty","",7,"1955","Drama",6
"1955-06-16",93600000,"Lady and the Tramp","Lady and the Tramp Collection",8,"1955","Family",1
"1955-10-03",7e+06,"The Trouble with Harry","",4,"1955","Comedy",3
"1955-04-13",460226,"Rififi","",7,"1955","Drama",8
"1955-12-25",3100000,"All That Heaven Allows","",7,"1955","Drama",5
"1955-01-07",3788000,"Bad Day at Black Rock","",5,"1955","Crime",4
"1955-02-15",250000,"The Fast and the Furious","",1,"1955","Action",9
"1959-05-01",16000,"The World of Apu","The Apu Collection",7,"1959","Drama",10
"1959-07-07",13275000,"North by Northwest","",14,"1959","Mystery",4
"1959-03-18",2.5e+07,"Some Like It Hot","",4,"1959","Comedy",3
"1959-12-26",146900000,"Ben-Hur","",1,"1959","Action",1
"1959-01-28",5.1e+07,"Sleeping Beauty","",9,"1959","Fantasy",2
"1959-03-17",5800000,"Rio Bravo","",20,"1959","Western",9
"1959-12-05",6800000,"Operation Petticoat","",1,"1959","Action",8
"1959-12-14",1e+07,"Journey to the Center of the Earth","",2,"1959","Adventure",7
"1959-06-18",12800000,"The Nun's Story","",7,"1959","Drama",5
"1959-12-25",12200000,"Solomon and Sheba","",7,"1959","Drama",6
"1968-10-10",2500000,"Barbarella","",16,"1968","Science Fiction",19
"1968-04-10",68700000,"2001: A Space Odyssey","The Space Odyssey Series",16,"1968","Science Fiction",1
"1968-10-01",3e+07,"Night of the Living Dead","Living Dead Collection",12,"1968","Horror",9
"1968-12-21",5321508,"Once Upon a Time in the West","",20,"1968","Western",16
"1968-09-26",37402877,"Oliver!","",7,"1968","Drama",6
"1968-06-12",33395426,"Rosemary's Baby","Rosemary's Baby Collection"", 'poster_path'",12,"1968","Horror",7.5
"1968-02-07",33395426,"Planet of the Apes","Planet of the Apes Original Collection",16,"1968","Science Fiction",7.5
"1968-07-31",6800000,"Hang 'em High","",20,"1968","Western",14
"1968-10-02",3110000,"Coogan's Bluff","",1,"1968","Action",17
"1968-02-07",44527234,"The Odd Couple","The Odd Couple Collection",4,"1968","Comedy",3
"1968-04-02",38901218,"Romeo and Juliet","",7,"1968","Drama",5
"1968-09-19",52223306,"Funny Girl","Fanny Brice Collection",7,"1968","Drama",2
"1968-12-04",2.1e+07,"Where Eagles Dare","",2,"1968","Adventure",10
"1968-10-17",42300873,"Bullitt","",1,"1968","Action",4
"1968-06-01",1.2e+07,"Bandolero!","",20,"1968","Western",12
"1968-07-18",1.4e+07,"Star!","",7,"1968","Drama",11
"1968-11-06",2620000,"Shalako","",20,"1968","Western",18
"1968-07-04",1.1e+07,"The Green Berets","",19,"1968","War",13
"1968-10-15",6e+06,"Vixen!","Vixens Collection",4,"1968","Comedy",15
"1968-12-30",2400000,"The Wrecking Crew","The Matt Helm Collection",1,"1968","Action",20
"1988-11-18",74151346,"Oliver & Company","",3,"1988","Animation",14
"1988-07-15",140767956,"Die Hard","Die Hard Collection",1,"1988","Action",9
"1988-07-15",62493712,"A Fish Called Wanda","",4,"1988","Comedy",17
"1988-12-11",412800000,"Rain Man","",7,"1988","Drama",1
"1988-08-19",72500000,"A Nightmare on Elm Street 4: The Dream Master","A Nightmare on Elm Street Collection",12,"1988","Horror",16
"1988-02-29",73326666,"Beetlejuice","",9,"1988","Fantasy",15
"1988-05-01",57269863,"Willow","",2,"1988","Adventure",19
"1988-12-20",103173635,"Working Girl","",4,"1988","Comedy",11
"1988-05-24",189015611,"Rambo III","Rambo Collection",1,"1988","Action",6
"1988-05-19",239606210,"Crocodile Dundee II","Crocodile Dundee Collection",2,"1988","Adventure",4
"1988-06-03",151668774,"Big","",9,"1988","Fantasy",8
"1988-06-21",329803958,"Who Framed Roger Rabbit","",9,"1988","Fantasy",2
"1988-11-22",60328000,"Scrooged","",9,"1988","Fantasy",18
"1988-10-21",138241022,"The Bear","",2,"1988","Adventure",10
"1988-12-02",78756177,"The Naked Gun: From the Files of Police Squad!","Naked Gun Collection",4,"1988","Comedy",13
"1988-12-21",57041866,"Beaches","",4,"1988","Comedy",20
"1988-07-29",171504781,"Cocktail","",7,"1988","Drama",7
"1988-06-28",288752301,"Coming to America","",4,"1988","Comedy",3
"1988-11-18",84460846,"The Land Before Time","The Land Before Time Collection",3,"1988","Animation",12
"1988-12-09",216614388,"Twins","",4,"1988","Comedy",5
"1964-01-29",9440272,"Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb","",7,"1964","Drama",8
"1964-10-21",72070731,"My Fair Lady","",7,"1964","Drama",3
"1964-08-27",102272727,"Mary Poppins","",4,"1964","Comedy",2
"1964-07-09",7e+06,"Marnie","",5,"1964","Crime",10
"1964-07-06",12299668,"A Hard Day's Night","",4,"1964","Comedy",6
"1964-09-17",124881062,"Goldfinger","James Bond Collection",2,"1964","Adventure",1
"1964-09-12",14500000,"A Fistful of Dollars","The Man With No Name Collection",20,"1964","Western",4
"1964-11-11",3e+06,"Roustabout","",7,"1964","Drama",13
"1964-01-22",8e+06,"Zulu","Anglo-Zulu War Collection",1,"1964","Action",9
"1964-08-05",182857,"Band of Outsiders","",5,"1964","Crime",14
"1964-06-23",12368234,"A Shot in the Dark","The Pink Panther (Original) Collection",4,"1964","Comedy",5
"1964-08-06",1.2e+07,"The Night of the Iguana","",7,"1964","Drama",7
"1964-09-21",6800000,"The Train","",1,"1964","Action",11
"1964-03-24",4750000,"The Fall of the Roman Empire","",19,"1964","War",12
"1972-03-14",245066411,"The Godfather","The Godfather Collection",7,"1972","Drama",1
"1972-12-01",84563118,"The Poseidon Adventure","The Poseidon Adventure Collection",1,"1972","Action",3
"1972-05-25",12600000,"Frenzy","",5,"1972","Crime",9
"1972-03-12",6e+06,"Pink Flamingos","",12,"1972","Horror",14
"1972-06-29",9700000,"Conquest of the Planet of the Apes","Planet of the Apes Original Collection",1,"1972","Action",11
"1972-07-30",46122355,"Deliverance","",7,"1972","Drama",5
"1972-06-08",1e+07,"Shaft's Big Score!","Shaft Collection",1,"1972","Action",10
"1972-08-06",18016290,"Everything You Always Wanted to Know About Sex *But Were Afraid to Ask","",4,"1972","Comedy",8
"1972-06-01",8.5e+07,"The Way of the Dragon","",1,"1972","Action",2
"1972-08-01",2.2e+07,"The Legend of Boggy Creek","",14,"1972","Mystery",7
"1972-07-14",6330000,"Joe Kidd","",20,"1972","Western",13
"1972-10-14",36144000,"Last Tango in Paris","",7,"1972","Drama",6
"1972-12-13",58831997,"The Getaway","",1,"1972","Action",4
"1972-01-13",7500000,"The Cowboys","",1,"1972","Action",12
"1972-09-13",457163,"A Gorgeous Girl Like Me","",4,"1972","Comedy",15
"1997-02-07",178127760,"Dante's Peak","",1,"1997","Action",18
"1997-03-21",302710615,"Liar Liar","",4,"1997","Comedy",6
"1997-05-07",263920180,"The Fifth Element","",2,"1997","Adventure",8
"1997-05-23",229074524,"The Lost World: Jurassic Park","Jurassic Park Collection",2,"1997","Adventure",15
"1997-06-01",224012234,"Con Air","",1,"1997","Action",17
"1997-06-20",238207122,"Batman & Robin","Batman Collection",1,"1997","Action",13
"1997-06-26",252712101,"Hercules","",3,"1997","Animation",10
"1997-06-19",299288605,"My Best Friend's Wedding","",4,"1997","Comedy",7
"1997-06-27",245676146,"Face/Off","",1,"1997","Action",12
"1997-07-02",589390539,"Men in Black","Men In Black Collection",1,"1997","Action",2
"1997-07-25",315156409,"Air Force One","",1,"1997","Action",4
"1997-08-13",257850122,"The Full Monty","",4,"1997","Comedy",9
